word,idf,doc_num,index,保险,银行债券,基金,外汇,期货,科技,股票,黄金,total_freq
贾,8.61378946447258,40,14557,0,12,2,3,11,24,5,1,58
田惠敏,12.935717559359944,2,14558,0,0,0,0,0,0,2,0,2
刘悉,12.935717559359944,2,14559,0,0,0,0,0,0,2,0,2
惩办,10.76579255791763,9,14560,0,0,0,0,0,0,9,0,9
赛乐敏,12.935717559359944,2,14561,0,0,0,0,0,0,10,0,10
赛乐敏超,12.935717559359944,2,14562,0,0,0,0,0,0,2,0,2
程某,12.935717559359944,2,14563,0,0,0,0,0,0,4,0,4
高度一致,10.76579255791763,9,14564,2,1,1,0,1,1,3,0,9
衔接,7.848254718109604,68,14565,20,5,12,0,9,4,27,0,77
快速反应,10.935717559359944,8,14566,1,0,0,0,0,1,6,0,8
浩源,10.935717559359944,8,14567,0,0,0,0,0,0,14,0,14
洪某,12.935717559359944,2,14568,0,0,0,0,0,0,2,0,2
同乡,11.935717559359944,4,14569,0,0,0,0,0,1,3,0,4
严惩,9.07773656423237,29,14570,4,0,0,1,0,2,26,3,36
天系,12.935717559359944,2,14571,0,0,0,0,0,0,2,0,2
赵志勇,12.935717559359944,2,14572,0,0,0,0,0,0,2,0,2
私下,8.207797104796743,53,14573,1,3,3,17,3,5,30,5,67
口水,11.935717559359944,4,14574,0,0,0,0,0,0,7,0,7
海药,10.476285940722645,11,14575,0,0,2,0,0,0,20,0,22
两人,7.668931018665042,77,14576,4,4,12,9,2,7,53,4,95
承,9.848254718109605,17,14577,3,4,0,1,1,1,7,2,19
通话,8.981521248973069,31,14578,0,0,1,10,1,5,12,8,37
叶烁,12.935717559359944,2,14579,0,0,0,0,0,0,2,0,2
雄,11.61378946447258,5,14580,0,0,0,0,0,0,7,0,7
同泰,10.476285940722645,11,14581,0,0,17,0,0,0,3,0,20
新华网,8.180830057196475,54,14582,5,4,32,5,3,1,14,4,68
张晖,12.935717559359944,2,14583,0,0,0,0,0,0,2,0,2
某系,11.61378946447258,5,14584,0,1,0,0,0,0,4,0,5
郝,12.935717559359944,2,14585,0,0,0,0,0,0,2,0,2
主管人员,8.981521248973069,31,14586,10,2,1,0,0,0,35,0,48
京西,12.350755058638786,3,14587,0,4,0,0,0,0,1,0,5
发放贷款,8.848254718109605,34,14588,9,39,0,3,0,0,7,0,58
通钢,12.350755058638786,3,14589,0,4,0,0,1,0,0,0,5
次级债,10.935717559359944,8,14590,0,12,1,0,0,0,1,0,14
稀释,8.650315340497693,39,14591,4,9,2,1,1,8,17,2,44
软件技术,11.350755058638786,6,14592,1,2,0,0,0,0,3,0,6
通化,10.235277841218851,13,14593,0,4,10,0,2,0,15,0,31
长治,11.935717559359944,4,14594,0,6,0,0,1,0,3,0,10
高者,10.350755058638786,12,14595,3,5,0,0,0,0,7,0,15
特殊钢,11.61378946447258,5,14596,0,5,0,0,3,0,3,0,11
国家电网,10.128362637302338,14,14597,2,2,0,0,5,0,9,0,18
信用证,10.350755058638786,12,14598,1,3,0,2,4,0,4,0,14
巴州,11.935717559359944,4,14599,0,6,0,0,1,0,1,0,8
华青剑,11.350755058638786,6,14600,0,4,1,0,0,0,1,0,6
英大拟,12.350755058638786,3,14601,0,2,1,0,0,0,0,0,3
经济师,9.41215560330293,23,14602,9,3,1,3,2,0,5,0,23
亏本,10.61378946447258,10,14603,0,6,0,0,2,1,1,1,11
凯宏,12.935717559359944,2,14604,0,6,0,0,0,0,0,0,6
首钢,9.687790045916357,19,14605,1,46,3,0,6,5,3,0,64
经济网,7.381128707682306,94,14606,11,9,41,0,2,7,65,1,136
国网,10.61378946447258,10,14607,0,14,3,0,3,0,8,0,28
净资产值,11.350755058638786,6,14608,0,3,0,0,0,0,3,0,6
底价,8.41215560330293,46,14609,8,26,1,0,13,8,23,2,81
伊犁,12.350755058638786,3,14610,0,4,0,0,0,0,3,0,7
收盘价格,8.650315340497693,39,14611,1,4,1,4,5,0,26,3,44
英大,7.745893000479926,73,14612,23,8,8,1,0,1,50,0,91
国家信息中心,10.935717559359944,8,14613,0,2,0,0,3,0,4,0,9
朱宇,12.350755058638786,3,14614,0,4,0,0,0,0,0,0,4
廖志明,10.935717559359944,8,14615,0,10,0,0,0,0,0,0,10
山东鲁能,12.935717559359944,2,14616,0,4,0,0,0,0,0,0,4
天缘,12.935717559359944,2,14617,0,4,0,0,0,0,0,0,4
微博上,9.291861369585218,25,14618,0,2,2,0,3,20,5,0,32
库车县,11.61378946447258,5,14619,0,4,0,0,15,0,0,0,19
卓珈,11.935717559359944,4,14620,0,0,0,0,0,0,5,0,5
黎珈,12.935717559359944,2,14621,0,0,0,0,0,0,4,0,4
坏事,9.543400136581182,21,14622,0,4,8,4,2,2,1,0,21
逐季,10.350755058638786,12,14623,1,4,3,2,0,0,3,0,13
例,8.726264193730993,37,14624,10,11,0,1,6,5,8,0,41
缩表,8.154357845835284,55,14625,0,33,0,27,1,0,22,22,105
非息,11.12836263730234,7,14626,1,9,1,0,0,0,0,0,11
出省,12.935717559359944,2,14627,0,2,0,0,0,0,0,0,2
正向,7.668931018665042,77,14628,8,10,11,5,8,4,32,6,84
交行,8.687790045916358,38,14629,9,54,5,1,5,0,2,1,77
减小,8.381128707682306,47,14630,9,3,2,5,13,2,10,6,50
缩窄,7.913349746331488,65,14631,9,7,2,11,11,1,16,21,78
第一位,8.028826963751424,60,14632,10,5,12,4,5,8,18,0,62
极少数,10.235277841218851,13,14633,1,1,2,1,1,2,5,0,13
招行,8.381128707682306,47,14634,0,100,38,1,0,0,4,0,143
仍以,9.76579255791763,18,14635,0,2,3,1,7,0,2,3,18
行前,11.935717559359944,4,14636,0,4,0,0,0,0,1,0,5
分支行,10.235277841218851,13,14637,1,14,2,0,0,0,0,0,17
张家港,9.235277841218851,26,14638,0,34,3,0,3,0,8,0,48
常熟,8.61378946447258,40,14639,7,60,3,0,7,0,6,0,83
浦发,10.476285940722645,11,14640,0,21,0,0,0,0,0,0,21
四十五年,10.350755058638786,12,14641,0,0,0,1,0,0,0,12,13
北卡罗来纳,11.935717559359944,4,14642,0,0,0,1,2,0,0,2,5
旗形,9.291861369585218,25,14643,0,0,0,1,3,0,0,32,36
美国劳工部,7.277506076608148,101,14644,0,1,0,35,3,0,14,69,122
弗洛伦斯,10.350755058638786,12,14645,0,0,0,7,0,0,0,10,17
迈克尔,8.476285940722645,44,14646,0,0,0,29,9,2,8,21,69
仍受,9.687790045916357,19,14647,1,1,3,2,1,0,5,6,19
效用,9.687790045916357,19,14648,4,3,4,2,2,0,1,4,20
需持,11.350755058638786,6,14649,0,0,0,0,0,0,0,6,6
Vincent,11.12836263730234,7,14650,0,0,0,1,0,0,0,6,7
有喜有忧,10.76579255791763,9,14651,0,0,0,0,0,1,0,8,9
南,8.028826963751424,60,14652,10,0,2,4,25,12,21,6,80
四通,9.350755058638786,24,14653,0,0,0,1,1,1,2,24,29
通缩,9.180830057196475,27,14654,0,1,0,10,4,0,6,20,41
酌情,9.61378946447258,20,14655,4,0,0,1,0,0,18,1,24
周续,10.028826963751424,15,14656,0,0,0,1,0,0,0,15,16
拉锯,8.028826963751424,60,14657,4,0,2,7,4,3,5,40,65
转跌,6.775846222581553,143,14658,0,0,0,17,4,0,23,138,182
远好,11.350755058638786,6,14659,0,0,0,1,0,0,1,4,6
记忆犹新,9.848254718109605,17,14660,0,0,2,9,0,0,4,3,18
修属,11.935717559359944,4,14661,0,0,0,0,0,0,0,4,4
Deluard,11.61378946447258,5,14662,0,0,0,0,0,0,0,10,10
百货,8.89132344000149,33,14663,2,0,1,2,0,17,62,2,86
麦当劳,10.128362637302338,14,14664,0,0,0,0,0,1,23,3,27
Yamana,12.350755058638786,3,14665,0,0,0,0,0,0,0,3,3
Shares,10.61378946447258,10,14666,0,0,1,0,0,0,0,18,19
青睐有加,11.61378946447258,5,14667,0,0,2,0,0,1,1,1,5
Barrick,9.848254718109605,17,14668,0,0,0,0,1,0,0,17,18
Ray,8.848254718109605,34,14669,0,0,1,9,2,0,7,21,40
度假村,10.128362637302338,14,14670,0,0,0,0,0,2,34,2,38
煤电,9.543400136581182,21,14671,5,7,0,0,34,0,5,1,52
Franco,10.61378946447258,10,14672,0,0,0,1,2,0,0,10,13
Dalio,9.350755058638786,24,14673,0,0,0,10,2,0,5,27,44
CVX,13.935717559359944,1,14674,0,0,0,0,0,0,0,1,1
通用电气,10.128362637302338,14,14675,0,12,2,3,0,1,40,2,60
桥水,8.543400136581182,42,14676,0,1,19,11,4,0,31,32,98
甲骨文,9.543400136581182,21,14677,0,0,0,0,0,20,13,2,35
Mining,10.028826963751424,15,14678,0,0,0,1,0,0,4,14,19
Newmont,11.12836263730234,7,14679,0,0,0,0,0,0,0,7,7
Eldorado,12.350755058638786,3,14680,0,0,0,0,0,0,0,3,3
财捷,13.935717559359944,1,14681,0,0,0,0,0,0,0,1,1
CVS,11.935717559359944,4,14682,0,0,0,0,0,2,20,1,23
星巴克,10.028826963751424,15,14683,0,5,0,0,0,64,59,1,129
流通领域,10.61378946447258,10,14684,0,0,1,0,8,0,6,0,15
生产资料,10.128362637302338,14,14685,1,0,1,0,8,0,15,0,25
个省,8.509452804657844,43,14686,16,2,5,0,6,3,16,0,48
止跌回升,9.41215560330293,23,14687,2,0,3,2,9,0,5,2,23
越来越低,9.687790045916357,19,14688,1,1,10,0,5,0,3,2,22
tradingview,10.935717559359944,8,14689,0,0,0,0,0,0,0,8,8
谘,8.235277841218851,52,14690,0,0,0,4,0,0,9,57,70
危及,8.57816555474186,41,14691,5,0,0,13,2,1,8,13,42
逆水行舟,12.935717559359944,2,14692,0,0,0,0,0,0,1,1,2
独木难支,12.350755058638786,3,14693,0,0,0,0,2,0,1,1,4
王乃水,9.935717559359944,16,14694,0,0,0,0,12,0,4,0,16
尾市,11.12836263730234,7,14695,0,0,0,0,1,0,8,0,9
六种,8.765792557917631,36,14696,0,2,0,36,2,2,7,3,52
经济委员会,9.848254718109605,17,14697,0,1,0,9,0,0,2,5,17
Mohammad,11.935717559359944,4,14698,0,0,0,0,0,0,0,4,4
非官方,10.935717559359944,8,14699,0,0,0,1,0,1,0,7,9
Reza,12.935717559359944,2,14700,0,0,0,0,0,0,7,1,8
现钞,11.61378946447258,5,14701,0,0,2,3,0,0,0,3,8
石油工业,11.350755058638786,6,14702,0,0,0,0,5,0,1,1,7
周六,7.277506076608148,101,14703,0,1,1,43,3,4,20,47,119
外汇兑换,12.935717559359944,2,14704,0,0,0,0,1,0,0,1,2
外币,8.053074509998101,59,14705,2,9,3,29,8,0,20,12,83
伊朗人,11.935717559359944,4,14706,0,0,0,0,0,0,0,10,10
纸币,11.350755058638786,6,14707,0,4,0,1,0,0,1,4,10
铝,7.335804717172816,97,14708,0,11,1,13,129,0,40,18,212
荣阳,12.350755058638786,3,14709,0,0,0,0,0,0,6,0,6
配件,8.935717559359942,32,14710,5,1,0,0,0,17,27,1,51
Lebac,11.935717559359944,4,14711,0,0,0,8,0,0,0,0,8
亿披索,11.350755058638786,6,14712,0,0,0,8,0,0,5,0,13
Mauricio,10.76579255791763,9,14713,0,0,0,15,0,0,1,0,16
荣膺,10.350755058638786,12,14714,0,0,4,4,0,2,2,0,12
必要措施,9.687790045916357,19,14715,0,0,0,13,1,6,1,2,23
谈论,8.443864463030268,45,14716,0,2,1,21,3,7,7,11,52
采取任何,9.41215560330293,23,14717,0,0,0,15,1,1,2,5,24
经济部,10.76579255791763,9,14718,0,0,0,8,0,2,0,0,10
备用,9.848254718109605,17,14719,3,1,0,14,2,0,5,2,27
阿根廷政府,10.476285940722645,11,14720,0,0,0,18,0,0,1,1,20
偿债,7.335804717172816,97,14721,4,55,9,5,0,2,61,4,140
上周二,9.128362637302338,28,14722,0,0,0,18,3,0,11,7,39
资本外逃,9.935717559359944,16,14723,0,0,0,15,1,0,1,3,20
称以,11.350755058638786,6,14724,0,0,0,4,0,2,0,0,6
Macri,10.76579255791763,9,14725,0,0,0,17,0,0,1,0,18
披索,9.687790045916357,19,14726,0,0,0,20,0,0,0,9,29
从根本上,8.687790045916358,38,14727,9,3,3,5,4,3,8,4,39
新路,10.350755058638786,12,14728,1,1,1,1,2,1,5,0,12
矛,12.350755058638786,3,14729,0,0,0,0,0,1,2,0,3
一大堆,10.76579255791763,9,14730,0,0,0,1,0,4,3,1,9
板凳,12.350755058638786,3,14731,0,0,0,0,0,1,3,0,4
聪明,7.958437635860027,63,14732,1,2,13,8,2,6,25,24,81
拟设,11.61378946447258,5,14733,3,0,0,0,1,0,3,0,7
第六届,9.476285940722645,22,14734,3,0,3,1,2,2,20,0,31
衷心,11.61378946447258,5,14735,2,0,1,0,0,0,4,0,7
鸡毛,10.76579255791763,9,14736,0,1,2,0,1,2,5,0,11
飞出,12.350755058638786,3,14737,0,0,0,1,0,0,2,0,3
金句,11.61378946447258,5,14738,0,0,0,0,0,1,5,0,6
看得懂,11.12836263730234,7,14739,1,0,1,0,2,2,2,0,8
三地,8.650315340497693,39,14740,14,9,2,0,5,5,18,0,53
WISE,12.935717559359944,2,14741,0,0,0,0,0,0,3,0,3
一地,9.935717559359944,16,14742,0,2,3,0,0,4,7,0,16
赔钱,10.76579255791763,9,14743,0,0,0,0,3,4,3,0,10
大妈,11.12836263730234,7,14744,0,0,0,0,1,0,3,8,12
对科创,11.935717559359944,4,14745,0,0,0,0,0,0,5,0,5
频出,8.935717559359942,32,14746,0,6,4,1,8,3,11,2,35
盾,10.935717559359944,8,14747,0,0,2,0,0,3,24,0,29
制及,12.935717559359944,2,14748,0,0,0,0,0,0,3,0,3
李小加,9.61378946447258,20,14749,0,0,0,0,0,0,39,0,39
氪,9.61378946447258,20,14750,1,0,0,0,0,63,18,0,82
搬,9.543400136581182,21,14751,4,0,0,0,3,17,8,0,32
闯出,12.935717559359944,2,14752,0,0,0,0,0,0,2,0,2
埋单,10.935717559359944,8,14753,1,3,0,0,1,0,5,0,10
看不懂,10.476285940722645,11,14754,2,1,1,0,0,1,7,0,12
竞逐,11.935717559359944,4,14755,0,0,0,2,0,1,1,0,4
投影,12.935717559359944,2,14756,0,0,0,0,0,2,0,0,2
量产,8.291861369585218,50,14757,1,0,1,0,0,52,34,0,88
李娜,12.350755058638786,3,14758,0,1,0,0,0,2,0,0,3
愈强,12.935717559359944,2,14759,0,0,0,0,0,1,1,0,2
换机,10.476285940722645,11,14760,0,0,0,0,0,12,0,0,12
赵,8.935717559359942,32,14761,1,3,1,0,1,10,20,0,36
兴奋剂,11.935717559359944,4,14762,0,1,0,0,0,2,0,1,4
市占率,8.650315340497693,39,14763,16,4,2,0,1,7,23,0,53
稳占,11.935717559359944,4,14764,0,1,0,0,0,2,1,0,4
战,8.102827545195202,57,14765,5,3,5,13,11,23,14,7,81
密集型,9.543400136581182,21,14766,6,1,3,0,0,3,12,1,26
智造,10.476285940722645,11,14767,0,0,4,0,0,3,5,0,12
跃居,9.41215560330293,23,14768,9,1,5,0,3,3,4,0,25
不难看出,8.263292217388447,51,14769,17,2,4,0,1,13,15,0,52
连接器,10.235277841218851,13,14770,0,1,2,0,1,4,8,0,16
中长,12.350755058638786,3,14771,0,0,2,0,0,1,0,0,3
无序,8.263292217388447,51,14772,5,3,0,33,2,2,9,7,61
试,10.935717559359944,8,14773,0,0,0,0,4,6,1,0,11
生死存亡,11.350755058638786,6,14774,0,0,2,1,0,1,1,1,6
刘作,12.935717559359944,2,14775,0,0,0,0,0,8,0,0,8
全息,11.61378946447258,5,14776,0,2,0,0,0,6,0,0,8
图形,8.687790045916358,38,14777,1,0,0,2,16,3,6,26,54
大好,9.848254718109605,17,14778,0,0,2,2,2,2,7,2,17
明说,11.350755058638786,6,14779,0,0,0,1,2,2,2,0,7
弱者,11.12836263730234,7,14780,0,1,0,0,0,3,4,0,8
Counterpoint,9.848254718109605,17,14781,0,0,0,0,0,20,6,0,26
赵明,11.935717559359944,4,14782,0,0,0,0,0,21,0,0,21
建模,9.935717559359944,16,14783,4,3,0,2,0,5,3,0,17
液冷,13.935717559359944,1,14784,0,0,0,0,0,1,0,0,1
韩系,11.935717559359944,4,14785,0,0,0,0,0,3,2,0,5
集邦,12.350755058638786,3,14786,0,0,0,0,0,3,1,0,4
蛋糕,8.61378946447258,40,14787,4,5,18,0,4,7,9,0,47
热度,8.07773656423237,58,14788,4,11,8,1,3,23,20,2,72
号召力,11.12836263730234,7,14789,0,0,3,0,0,1,4,0,8
美系,11.935717559359944,4,14790,1,0,0,0,0,2,2,0,5
数万,9.476285940722645,22,14791,3,3,2,3,7,4,5,0,27
商用,7.848254718109604,68,14792,5,1,2,0,0,99,48,0,155
时延,11.935717559359944,4,14793,0,0,0,0,0,5,0,0,5
传统意义,10.935717559359944,8,14794,1,1,2,0,1,1,2,0,8
首款,8.128362637302338,56,14795,11,4,7,0,0,33,18,0,73
混沌,11.12836263730234,7,14796,0,0,0,0,12,1,1,0,14
抑制作用,10.61378946447258,10,14797,0,0,0,0,6,1,3,0,10
东风,8.848254718109605,34,14798,4,4,1,0,1,3,31,3,47
在技术上,9.476285940722645,22,14799,1,0,0,1,2,6,5,8,23
AR,9.76579255791763,18,14800,2,0,0,0,0,18,4,0,24
巴塞罗那,11.350755058638786,6,14801,0,0,0,0,0,7,1,0,8
熵,12.350755058638786,3,14802,0,0,0,0,0,3,2,0,5
六线,11.12836263730234,7,14803,0,0,1,0,0,5,2,0,8
之争,8.180830057196475,54,14804,2,4,9,15,0,13,10,12,65
三线,8.053074509998101,59,14805,2,8,5,4,4,21,40,1,85
前三名,9.235277841218851,26,14806,1,0,8,0,1,8,11,0,29
出击,10.128362637302338,14,14807,3,0,5,0,0,6,3,0,17
过半,7.277506076608148,101,14808,17,4,17,5,4,4,13,50,114
如云,11.935717559359944,4,14809,0,0,1,0,0,1,2,0,4
技术创新,7.476285940722645,88,14810,13,4,5,2,11,18,59,1,113
端到,10.76579255791763,9,14811,3,1,0,0,0,4,1,1,10
把持,10.935717559359944,8,14812,2,0,0,2,0,1,3,1,9
康利,11.12836263730234,7,14813,0,0,0,0,0,0,21,0,21
母子公司,11.350755058638786,6,14814,0,0,1,0,1,0,4,0,6
王媛媛,12.350755058638786,3,14815,0,1,2,0,0,0,1,0,4
七是,10.235277841218851,13,14816,3,2,0,0,0,0,9,0,14
术语,11.935717559359944,4,14817,0,0,0,1,0,0,3,1,5
界限,9.291861369585218,25,14818,5,5,1,1,0,10,4,2,28
特别强调,9.235277841218851,26,14819,2,2,2,0,1,4,17,0,28
让渡,10.476285940722645,11,14820,1,3,1,0,3,2,3,1,14
七项,10.476285940722645,11,14821,0,1,4,1,0,2,3,0,11
承受能力,7.476285940722645,88,14822,17,7,47,5,11,2,19,2,110
比拼,8.848254718109605,34,14823,6,5,12,0,3,12,6,0,44
格上,9.848254718109605,17,14824,0,1,21,0,0,0,1,0,23
琳,10.350755058638786,12,14825,0,1,0,0,0,2,9,0,12
老划断,11.12836263730234,7,14826,0,1,2,0,2,0,3,0,8
合称,10.61378946447258,10,14827,0,0,2,0,1,0,7,0,10
柔性,9.476285940722645,22,14828,0,1,0,0,1,13,23,0,38
操作性,10.028826963751424,15,14829,2,1,0,0,3,0,12,0,18
揭示,7.848254718109604,68,14830,1,13,21,3,7,3,46,5,99
排排,10.476285940722645,11,14831,0,0,5,0,4,0,7,0,16
理财网,12.350755058638786,3,14832,0,2,0,0,0,0,1,0,3
管理制度,7.765792557917631,72,14833,10,12,9,0,12,7,40,0,90
优化组合,12.350755058638786,3,14834,0,0,2,0,0,0,1,0,3
金牛,9.350755058638786,24,14835,0,2,34,0,2,0,1,1,40
后级,11.12836263730234,7,14836,0,0,4,0,0,0,6,0,10
卖者,10.128362637302338,14,14837,1,1,5,0,6,1,2,0,16
多维度,8.57816555474186,41,14838,6,2,21,0,1,3,16,0,49
科学合理,9.350755058638786,24,14839,13,4,2,0,0,0,10,0,29
自负,10.61378946447258,10,14840,1,1,3,0,1,0,4,0,10
连锁反应,8.765792557917631,36,14841,3,3,2,6,1,4,15,5,39
补齐,8.291861369585218,50,14842,10,14,2,0,2,4,20,0,52
事先,7.806434542414976,70,14843,7,14,3,2,2,15,33,3,79
规制,9.935717559359944,16,14844,1,5,0,1,0,3,7,0,17
细,9.61378946447258,20,14845,3,2,2,0,8,1,6,3,25
买者,10.61378946447258,10,14846,1,1,3,0,1,1,3,0,10
新旧,8.291861369585218,50,14847,7,8,10,0,8,1,24,0,58
平稳过渡,10.61378946447258,10,14848,3,1,0,1,3,1,2,0,11
托管人,8.321007715244734,49,14849,1,1,72,0,1,0,28,0,103
各自为战,12.350755058638786,3,14850,1,0,0,0,0,0,2,0,3
损益表,10.76579255791763,9,14851,2,0,0,0,0,0,8,0,10
小巴,11.12836263730234,7,14852,0,0,0,0,0,5,10,0,15
绌,12.935717559359944,2,14853,0,0,0,0,0,0,4,0,4
重估,9.76579255791763,18,14854,0,3,3,1,1,0,13,0,21
座,7.745893000479926,73,14855,0,0,3,5,102,9,21,22,162
亏,7.526326623222241,85,14856,22,1,17,1,22,4,38,4,109
公共交通,10.235277841218851,13,14857,2,1,1,0,0,7,5,0,16
张忆东,11.350755058638786,6,14858,0,0,2,0,0,0,6,0,8
恒生指数,6.745893000479926,146,14859,0,4,21,6,6,0,153,6,196
四日,9.76579255791763,18,14860,0,1,0,7,0,0,10,2,20
中芯,10.350755058638786,12,14861,0,0,0,0,0,1,18,0,19
日经,7.154357845835283,110,14862,1,4,2,18,3,3,132,12,175
走稳,11.12836263730234,7,14863,0,1,0,1,0,0,4,1,7
恒指,7.981521248973068,62,14864,0,1,4,1,3,0,103,0,112
工商银行,6.534838123077759,169,14865,46,92,66,1,0,1,84,7,297
策划部,12.935717559359944,2,14866,0,0,0,0,0,0,2,0,2
齐齐,9.61378946447258,20,14867,0,1,2,3,2,0,13,1,22
惨淡,7.745893000479926,73,14868,4,4,24,5,4,5,25,12,83
已连跌,11.12836263730234,7,14869,0,0,0,0,1,0,6,0,7
回流,7.706898868864061,75,14870,2,9,11,28,11,2,26,11,100
压,9.41215560330293,23,14871,1,3,1,2,3,3,8,3,24
五连阴,10.61378946447258,10,14872,0,0,0,0,1,0,4,8,13
权重股,8.291861369585218,50,14873,0,2,10,2,2,0,54,0,70
联想集团,9.41215560330293,23,14874,1,0,0,0,0,25,37,0,63
张忆,8.981521248973069,31,14875,0,7,1,0,0,0,23,0,31
跌停,6.174166326915464,217,14876,3,3,57,0,43,5,245,4,360
钧,11.61378946447258,5,14877,0,0,0,0,0,1,4,0,5
商业机会,10.935717559359944,8,14878,2,0,0,0,1,2,3,0,8
耗时,8.848254718109605,34,14879,7,6,0,2,2,7,10,1,35
自动化,7.443864463030269,90,14880,19,5,13,0,6,33,65,3,144
三甲,9.935717559359944,16,14881,6,0,3,0,0,2,8,0,19
具体表现,10.128362637302338,14,14882,2,1,3,1,2,1,7,0,17
售后,9.180830057196475,27,14883,15,8,0,0,0,10,4,0,37
太平洋保险,9.61378946447258,20,14884,23,0,2,0,0,0,0,0,25
江,10.476285940722645,11,14885,16,0,4,0,0,0,5,0,25
省会,9.61378946447258,20,14886,6,6,2,0,1,3,3,0,21
鑫安,11.935717559359944,4,14887,4,0,1,0,0,0,0,0,5
语义,10.128362637302338,14,14888,3,0,0,0,0,9,2,0,14
医疗机构,8.41215560330293,46,14889,66,0,0,0,2,12,29,0,109
采集,8.57816555474186,41,14890,9,9,5,0,1,14,23,0,61
涉猎,10.028826963751424,15,14891,3,0,1,1,1,3,6,0,15
结案率,11.61378946447258,5,14892,14,0,0,0,0,0,0,0,14
如建信,11.935717559359944,4,14893,1,1,2,0,0,0,0,0,4
珠峰,12.350755058638786,3,14894,3,0,0,0,0,0,0,0,3
售前,11.935717559359944,4,14895,5,1,0,0,0,0,0,0,6
急性,11.350755058638786,6,14896,3,0,0,0,0,0,5,0,8
张可,12.935717559359944,2,14897,7,0,0,0,0,0,0,0,7
大为,9.41215560330293,23,14898,4,3,4,4,0,3,6,0,24
无纸化,11.350755058638786,6,14899,2,0,5,0,1,6,1,0,15
图谱,9.687790045916357,19,14900,5,0,3,0,0,2,15,0,25
传输,8.687790045916358,38,14901,10,1,2,0,2,12,20,0,47
CT,12.935717559359944,2,14902,0,0,0,0,0,4,3,0,7
天河区,11.61378946447258,5,14903,0,0,1,0,0,0,4,0,5
行政许可,7.827193102581774,69,14904,15,14,13,0,2,3,45,0,92
扫描,9.350755058638786,24,14905,2,3,5,0,0,8,7,0,25
富海,11.935717559359944,4,14906,0,0,3,0,0,0,17,0,20
网传,9.180830057196475,27,14907,1,9,0,0,11,10,11,0,42
公司总部,9.543400136581182,21,14908,3,2,1,0,3,5,7,1,22
手写,12.935717559359944,2,14909,0,0,0,0,0,1,2,0,3
复查,11.935717559359944,4,14910,0,0,0,0,2,2,1,0,5
医生,7.806434542414976,70,14911,57,3,0,0,0,16,80,0,156
证照,11.12836263730234,7,14912,0,3,0,0,4,1,2,0,10
豆豆,10.76579255791763,9,14913,2,0,0,0,1,0,7,0,10
门诊部,11.350755058638786,6,14914,18,0,0,0,0,0,15,0,33
医师,10.935717559359944,8,14915,6,0,0,0,0,0,14,0,20
计生,11.61378946447258,5,14916,3,0,0,0,0,0,2,0,5
质控,12.350755058638786,3,14917,0,0,0,0,0,2,1,0,3
受聘,11.61378946447258,5,14918,2,1,0,0,0,0,3,0,6
日益增长,8.687790045916358,38,14919,11,0,1,1,4,2,10,9,38
科目,9.476285940722645,22,14920,5,6,4,0,0,3,12,0,30
多点,8.935717559359942,32,14921,2,0,1,11,4,8,26,4,56
卫生,8.263292217388447,51,14922,27,2,6,1,2,5,24,0,67
公立,10.935717559359944,8,14923,3,2,0,0,0,0,6,0,11
广州市,8.687790045916358,38,14924,22,2,1,0,2,15,22,0,64
放射,11.935717559359944,4,14925,0,0,0,0,0,0,7,0,7
甲类,12.935717559359944,2,14926,0,0,0,0,0,0,5,0,5
调查取证,10.235277841218851,13,14927,1,0,0,1,1,10,6,0,19
执业资格,12.350755058638786,3,14928,0,0,0,0,0,0,6,0,6
签名,10.028826963751424,15,14929,3,9,0,2,1,4,10,0,29
祁,11.12836263730234,7,14930,0,0,0,0,0,0,7,0,7
在册,10.76579255791763,9,14931,2,3,2,2,0,0,3,0,12
检查报告,12.935717559359944,2,14932,0,0,0,0,0,0,3,0,3
加强监督,11.61378946447258,5,14933,0,1,2,0,0,0,2,0,5
损及,8.848254718109605,34,14934,0,0,0,18,1,0,1,19,39
加速上扬,11.350755058638786,6,14935,0,0,0,3,0,0,1,2,6
布拉德,8.935717559359942,32,14936,0,0,0,34,2,0,0,35,71
一站,10.935717559359944,8,14937,5,0,2,2,0,2,0,0,11
国际贸易,6.736045214523578,147,14938,4,6,9,39,39,6,33,48,184
高台跳水,10.028826963751424,15,14939,0,0,0,3,1,0,0,15,19
万洲,11.350755058638786,6,14940,0,0,0,1,0,0,34,0,35
介面,13.935717559359944,1,14941,0,0,0,0,0,0,1,0,1
自助,9.07773656423237,29,14942,14,10,1,0,0,9,12,0,46
协力,11.350755058638786,6,14943,1,0,0,0,0,2,4,0,7
众彩,11.935717559359944,4,14944,0,0,0,0,0,0,4,0,4
黑名单,8.765792557917631,36,14945,29,7,0,8,0,29,7,0,80
八类,12.935717559359944,2,14946,4,0,0,0,0,0,0,0,4
建部,10.61378946447258,10,14947,2,5,0,0,1,0,7,0,15
金牌,10.028826963751424,15,14948,1,0,2,1,1,4,3,4,16
亚运会,12.350755058638786,3,14949,1,0,0,0,0,18,0,0,19
失信,8.41215560330293,46,14950,41,7,4,0,3,46,42,0,143
大中小企业,12.350755058638786,3,14951,2,1,0,0,0,0,0,0,3
蛋壳,12.350755058638786,3,14952,2,0,0,0,0,33,0,0,35
摸底,9.128362637302338,28,14953,3,8,5,0,4,1,13,1,35
